CA00305B0R2,51.67,-115.51,AB,DOGRIB CREEK,
CA00305FMQQ,50.63,-115.28,AB,THREE ISLE LAKE,
CA00305FQKP,49.8,-114.47,AB,VICARY CREEK,
CA00305L9K4,50.05,-114.43,AB,LIVINGSTONE AIRFIELD,
CA00305LRKB,50.71,-114.99,AB,LITTLE ELBOW SUMMIT,
CA00305MGFF,50.94,-115.19,AB,NAKISKA RIDGETOP,
CA00305NJ61,49.67,-114.48,AB,PELLETIER CREEK,
CA00305NKQR,49.89,-114,AB,PORCUPINE LOOKOUT,
CA00305PE6R,49.55,-114.5,AB,WILLOUGHBY RIDGE,
CA00305PKMM,51.5,-114.72,AB,WATER VALLEY,
CA003060330,54.63,-113.38,AB,ATHABASCA AGCM,
CA003060406,54.78,-112.83,AB,ATMORE AGDM,
CA003060535,54.09,-114.45,AB,BARRHEAD CS,
CA003061201,54.13,-111.68,AB,,
CA003061580,55.63,-110.77,AB,CHRISTINA LAKE NEAR WINEFRED LAKE,
CA003061975,54.32,-113.95,AB,DAPP AGDM,
CA003062239,53.58,-116.46,AB,EDSON,
CA003062246,53.58,-116.45,AB,EDSON CR10,
CA003062475,53.57,-115.12,AB,EVANSBURG AGCM,
CA003062630,55.15,-114.8,AB,FLATTOP LO,
CA003062660,54.41,-114.77,AB,FORT ASSINIBOINE AGCM,
CA003062696,56.65,-111.21,AB,FORT MCMURRAY CS,
CA003062697,56.65,-111.21,AB,FORT MCMURRAY,
CA003062880,54.75,-116.07,AB,GOOSE MOUNTAIN LO,
CA003062889,56.62,-110.5,AB,GORDON LAKE LO,
CA003062946,54.01,-115.21,AB,GREENCOURT,
CA003063135,53.8,-118.45,AB,HENDRICKSON CREEK,
CA003063165,55.4,-116.48,AB,HIGH PRAIRIE AGDM,
CA003063167,55.16,-116.42,AB,HIGH PRAIRIE - BANANA BELT,
CA003063347,55.03,-115.62,AB,HOUSE MOUNTAIN LO,
CA003063600,54.82,-113.54,AB,,
CA003063686,54.77,-112.02,AB,LAC LA BICHE CLIMATE,
CA003063R2L,54.02,-115.5,AB,LITTLE PADDLE HEADWATERS,
CA003064284,53.86,-115.36,AB,MAYERTHORPE,
CA003064528,57.04,-111.56,AB,MILDRED LAKE,
CA003064968,53.9,-115.08,AB,PADDLE DAM,
CA003064970,53.85,-115.53,AB,PADDLE RIVER HEADWATERS,
CA003065082,55.84,-116.27,AB,PEAVINE,
CA003065475,54.5,-111.7,AB,RICH LAKE AGDM,
CA003065995,55.29,-114.78,AB,SLAVE LAKE,
CA003066367,54.3,-113.52,AB,TAWATINAW AGCM,
CA003066FME,54.07,-114.8,AB,TWIN LAKES,
CA003067371,54.14,-115.78,AB,WHITECOURT,
CA00306GE70,53.39,-118.35,AB,WILLOW CREEK 1,
CA003070495,55.58,-117.24,AB,BALLATER AGCM,
CA003070600,55.2,-119.4,AB,BEAVERLODGE RCS,
CA003070800,56.12,-117.89,AB,BROWNVALE AGCM,
CA003072093,56.97,-119.55,AB,DOIG LO,
CA003072151,55.81,-117.89,AB,EAGLESHAM AGCM,
CA003072525,56.08,-118.44,AB,FAIRVIEW AGDM,
CA003072655,58.77,-111.12,AB,FORT CHIPEWYAN,
CA003072723,58.38,-116.04,AB,FORT VERMILION,
CA003072921,55.18,-118.88,AB,GRANDE PRAIRIE A,
CA003073071,57.26,-117.3,AB,HAWK HILLS AGCM,
CA003073140,58.62,-117.16,AB,HIGH LEVEL,
CA003073146,58.62,-117.16,AB,HIGH LEVEL A,
CA003073535,55.91,-117.12,AB,JEAN COTE AGCM,
CA003073730,58.17,-116.34,AB,LA CRETE AGCM,
CA003073740,55.42,-119.25,AB,LA GLACE AGCM,
CA003074190,56.97,-117.45,AB,MANNING AGDM,
CA003074900,56.87,-118.58,AB,NOTIKEWIN LO,
CA003074935,56.31,-119.75,AB,CLEARDALE AGDM,
CA003075041,56.23,-117.45,AB,PEACE RIVER A,
CA003075160,55.62,-118.29,AB,PEORIA AGDM,
CA003075225,54.78,-119.4,AB,PINTO LO,
CA003075488,56.55,-115.28,AB,RED EARTH,
CA003075601,55.78,-118.67,AB,RYCROFT AGCM,
CA003075770,56.08,-119.34,AB,SAVANNA AGCM,
CA003076069,55.69,-119.23,AB,SPIRIT RIVER AUTO STATION,
CA003076366,55.35,-118.41,AB,TEEPEE CREEK AGCM,
CA003076680,55.1,-117.2,AB,VALLEYVIEW AGDM,
CA00307F0G9,54.95,-117.73,AB,SPRING CREEK MOOSE,
CA00307KPFP,58.71,-113.87,AB,GARDEN RIVER,
CA003081680,54.42,-110.28,AB,COLD LAKE A,
CA003081690,54.37,-110.87,AB,DUPRE AGCM,
CA003203660,51.91,-110.36,AB,KIRRIEMUIR AGCM,
CA003AAAWAN,49.25,-110.01,AB,ALTAWAN EVAPORATION STATION,
CA003AAB1HI,50.41,-114.73,AB,HIGHWOOD AUTO,
CA003AAB2WI,50.24,-114.35,AB,WILLOW CREEK AUTO,
CA003AAB3YT,51.65,-115.36,AB,YAHA TINDA AUTO,
CA003AAB4KA,50.93,-115.12,AB,KANANASKI BOUNDARY AUTO,
CA003AAB5PE,50.71,-115.12,AB,PETER LOUGHEED PARK,
CA003AAB8NG,51.57,-114.86,AB,NORTH GHOST,
CA003AAC1LI,49.88,-114.38,AB,LIVINGSTON GAP AUTO,
CA003AAC2CA,49.39,-114.34,AB,CASTLE AUTO,
CA003AAC3PO,49.03,-113.6,AB,POLL HAVEN AUTO,
CA003AAC4BL,49.61,-114.45,AB,BLAIRMORE RANGER STATION,
CA003AAE1WI,53.86,-117.56,AB,WILDHAY AUTO,
CA003AAE2SC,53.42,-116.52,AB,SCHWARTZ CREEK  AUTO,
CA003AAE5GC,53.92,-118.87,AB,GRANDE CACHE,
CA003AAE7EN,53.38,-117.7,AB,ENTRANCE AUTO,
CA003AAF1PI,57.65,-114.53,AB,PICADELLY AUTO,
CA003AAF2PO,59.21,-117.06,AB,PONDEROSA AUTO,
CA003AAF3LA,58.03,-114.14,AB,LAMBERT AUTO,
CA003AAF5BI,59.91,-118.96,AB,BISTCHO LAKE AUTO,
