Start Month,End Month,19,20,21,22,23
01,01,0.4107482501561281,0.2085768523400764,-1.133730356306575,-0.45311484999914275,0.7493895036706151
01,02,0.38093990172240866,-0.039187735672089566,-1.016698025240452,-0.2907711880935795,0.8042471075730282
01,03,0.37108935046892594,-0.17031109437812103,-0.7975378281722164,-0.5067920543790395,0.5451590753914307
01,04,0.34181651959977016,-0.36693693041888864,-0.7521493528148548,-0.4441906148874942,0.23431677494382172
01,05,0.3497853197023879,-0.4652732068250838,-0.705354233796327,-0.35305419675116606,0.14774906857320566
01,06,0.34703688180581155,-0.4995708667077937,-0.7721813957552319,-0.29273111483115,0.14166377746334627
01,07,0.40278070066797667,-0.46602909118044816,-0.8108008385060451,-0.2535724903553424,0.14182525032037402
01,08,0.4645109140873234,-0.4671164176053461,-0.8134041976300317,-0.27399964332985494,0.15549414556119937
01,09,0.6105868682851952,-0.49384048756116394,-0.7617993259986315,-0.30710013609576187,0.15566483595700262
01,10,0.6798358904508812,-0.5413377928204287,-0.6398084994311757,-0.37307550940211615,0.21434656267155924
01,11,0.7174377054370903,-0.5600113308835197,-0.5683341390746108,-0.419026112757875,0.23570320954675633
01,12,0.6822670956730374,-0.5642253101078836,-0.46968120131876473,-0.3899850963730564,0.24866098945367385
02,02,0.3511315533497157,-0.28695232376115065,-0.8996656977800849,-0.12842752524824091,0.8591047130088544
02,03,0.3512598977542091,-0.35975506746630476,-0.6294415622873645,-0.5336306569454383,0.4430438630948339
02,04,0.31883927586852545,-0.5587748570100721,-0.6249556830345196,-0.44121586982084277,0.0626258656045513
02,05,0.3345445866779588,-0.6337357222217631,-0.5982602027047179,-0.32803903271455226,-0.002661040100874194
02,06,0.3342946122103965,-0.6412004094320963,-0.6998716052444438,-0.2606543667563004,0.02011863152807728
02,07,0.40145276153621756,-0.5784634146774522,-0.7569792505700486,-0.22031543122194935,0.040564540303828875
02,08,0.4721912948341492,-0.5636440286722113,-0.7676433168179043,-0.24841175712220973,0.07065195154889062
02,09,0.6355666946566801,-0.5816426558312062,-0.7153079496167855,-0.28884829855316696,0.08144925321725921
02,10,0.7097345212670211,-0.6246616412903065,-0.5849282927591282,-0.36418225011595634,0.15489734608826328
02,11,0.7481066503294832,-0.6368701483173875,-0.5117945179714042,-0.4156172377277503,0.18433458061290536
02,12,0.7069506359285853,-0.6344800511427581,-0.40931309582212216,-0.38424602822108955,0.2031402230054666
03,03,0.3513882418868477,-0.43255781215786204,-0.35921742913130755,-0.9388337879898647,0.026983013834799747
03,04,0.30269314005440945,-0.6946861253753953,-0.4876006757488543,-0.5976100451186026,-0.3356135591967467
03,05,0.32901559843503075,-0.7493301885336124,-0.49779170225693126,-0.3945762011399336,-0.2899162923561441
03,06,0.33008537853993797,-0.7297624309756078,-0.6499230811294405,-0.2937110769319782,-0.1896278887799643
03,07,0.4115170141745023,-0.6367656323471582,-0.7284419614863055,-0.23869301326130196,-0.12314349338431782
03,08,0.49236792267771395,-0.6097593148185048,-0.7456395868134692,-0.26840912845780535,-0.06075684167731786
03,09,0.6762002909456688,-0.6237412801904849,-0.6889711295762917,-0.31176555138574114,-0.029644385669148458
03,10,0.754559888247521,-0.6668753062636731,-0.5455861179792152,-0.39365158983454235,0.06687142595997282
03,11,0.7922149976132419,-0.6757499112701606,-0.4686977209666119,-0.4475272054117691,0.10936011993043736
03,12,0.7425325377099509,-0.6692328288812134,-0.36027783580227196,-0.4098278785747185,0.13754377004774096
04,04,0.2539980319335366,-0.9568144363284244,-0.6159839263328181,-0.2563863003952794,-0.6982101315369497
04,05,0.31782927912474745,-0.9077163766923748,-0.5670788426617598,-0.12244740916608596,-0.44836594400419394
04,06,0.3229844264314058,-0.8288306334359546,-0.7468249673767653,-0.0786701740363366,-0.2618315237220527
04,07,0.42654920664614415,-0.6878175878442857,-0.82074809428646,-0.0636578192908051,-0.16067512068251777
04,08,0.5205638499759534,-0.6451996130040989,-0.8229240192881346,-0.13432419682985328,-0.0783048133267765
04,09,0.7303356279915237,-0.6556051890020564,-0.7439300780575666,-0.20725417846813737,-0.039082284102637845
04,10,0.812155838993306,-0.7003492374306105,-0.5722102171655885,-0.31576841482511636,0.07256976965324863
04,11,0.8473183359526779,-0.7061489212369235,-0.4823827571066725,-0.38611388461006557,0.11965725956909035
04,12,0.7859930076891425,-0.6955300486295953,-0.36039565971712667,-0.35104944453477827,0.14982829970638545
05,05,0.3816605208539655,-0.8586183117818925,-0.5181737595480971,0.01149148026854949,-0.19852175766261684
05,06,0.3574776179039314,-0.7648387387523914,-0.8122454867420409,0.010187890110576298,-0.043642217936839846
05,07,0.48406625603741943,-0.598151970231059,-0.889002816403866,0.0005850077485724453,0.018503220743466272
05,08,0.587205306144687,-0.5672959058413504,-0.8746590419261517,-0.10380867132446502,0.07667151409406292
05,09,0.8256031406061138,-0.5953633365924561,-0.7695193085474676,-0.19742775509037871,0.09274328670581848
05,10,0.9051821407806552,-0.6576050365854823,-0.564914598743204,-0.32566543926514263,0.20103309011373036
05,11,0.9320783817742199,-0.6703395684950848,-0.46329687610345166,-0.4046463959677142,0.23649546295545354
05,12,0.8524923835739842,-0.6628695001081942,-0.3284471260008426,-0.36288233701957745,0.2558331040865756
06,06,0.3332947161198699,-0.6710591617036497,-1.1063172114362465,0.008884301501221442,0.11123731922288824
06,07,0.5352691309078337,-0.4679187965952932,-1.0744173472500258,-0.004868230037002677,0.1270157032224251
06,08,0.6557202319825056,-0.47018844182169817,-0.9934874732393545,-0.14224205764581518,0.16840260655690628
06,09,0.936588795713474,-0.5295495863757187,-0.8323556977630886,-0.24965756329257707,0.16555954394492475
06,10,1.0098864599994903,-0.617402375976292,-0.5742627655290792,-0.3930968248223618,0.28094405745698053
06,11,1.023814693537214,-0.6389597682461012,-0.45415072927431926,-0.4740027084496294,0.3089983259568037
06,12,0.9197540784186423,-0.6349053829569216,-0.30134332177531253,-0.4163643103766116,0.3207409435965598
07,07,0.7372435436124761,-0.26477843770791315,-1.0425174759489653,-0.018620758919683563,0.14279408773526495
07,08,0.8169329913961311,-0.369753077830375,-0.9370725957255583,-0.21780523156872253,0.19698525308866707
07,09,1.1376868279287926,-0.48237973727370514,-0.7410351920492522,-0.33583818397894055,0.1836669445433352
