Start Month,End Month,19,20,21,22,23
01,01,-0.5305924989043957,-0.18411265927707915,-0.3884158267413033,-0.5967456618266372,1.076792004089173
01,02,-0.007951998347850419,-0.2648020839763523,-0.23217561508133525,-0.6463109146603544,0.45997286932211057
01,03,0.09522432113856756,-0.12486954864240696,0.009922290239675132,-0.6736386929603105,0.19512481556846686
01,04,0.05306884419402757,-0.39334033469381263,-0.19178958669589993,-0.5328533526235512,-0.19599629009937286
01,05,0.1971363751193294,-0.2938493797295914,-0.14636755833693696,-0.44560375297495447,-0.028509236120804207
01,06,0.17880685054325426,-0.29756235004292914,-0.34248657478021544,-0.5068618292563595,0.02211142816259763
01,07,0.2720276932106083,-0.19984312482223013,-0.38240891079801054,-0.3983328209892475,0.032279276331071534
01,08,0.41819513936285196,-0.3349479320597044,-0.3116622626770994,-0.481072144566225,0.0740853478252794
01,09,0.47659336063995267,-0.37346181966817843,-0.3000632836617655,-0.4911212689447645,0.11408600376253392
01,10,0.42381353883487327,-0.36338558195428683,-0.23307332528042457,-0.47979535721872496,0.18976353806400925
01,11,0.44450866420242474,-0.35040300995923845,-0.27918418252354865,-0.45825339691685907,0.14011449366376005
01,12,0.43499542353186776,-0.3432723214194473,-0.2573291845351262,-0.32350029152874143,0.1371224036329242
02,02,0.5146885015285393,-0.3454915076740062,-0.07593540271989965,-0.6958761691363856,-0.15684626811038616
02,03,0.40813273062916294,-0.09524799432187048,0.20909135202860624,-0.7120852117768905,-0.2457087795880712
02,04,0.24762262477268537,-0.4630828945627986,-0.12624750759271375,-0.5115559168392871,-0.6202590518553228
02,05,0.37906859398267373,-0.32128355968746974,-0.08585549191313542,-0.4078182760064789,-0.30483454610419025
02,06,0.3206867207446277,-0.32025228839356423,-0.33330072396187,-0.48888506182555286,-0.1888246856763936
02,07,0.4057977249283883,-0.20246486850724071,-0.3814077584982636,-0.3652640145905948,-0.14180617743153326
02,08,0.5537362304510155,-0.35649582910888783,-0.300697467474373,-0.46454735653607115,-0.06915845942740297
02,09,0.6024915922492815,-0.39713046453596323,-0.2890192156455094,-0.4779182204230769,-0.006252245554258437
02,10,0.5298586526579913,-0.3833047955128189,-0.21581304762112974,-0.46680087908330414,0.09120481960855643
02,11,0.5420187816372173,-0.36703204505846215,-0.26826101881849157,-0.4444041695876624,0.046446741777961556
02,12,0.5227761447617433,-0.35774138181441484,-0.24541221743636749,-0.2986598032988787,0.05169789248051506
03,03,0.3015769619975912,0.15499552002979597,0.4941181042209595,-0.7282942553391724,-0.3345712903621525
03,04,0.11408968689769065,-0.5218785857138174,-0.151403559110307,-0.41939579109895336,-0.851965446426924
03,05,0.3338619502135635,-0.31321424297813655,-0.08916218751895622,-0.3117989783088799,-0.3541639680373729
03,06,0.2721862757770042,-0.3139424831792975,-0.3976420540716027,-0.437137284960934,-0.1968192899934237
03,07,0.3840195699800981,-0.17385954035766826,-0.44250223056451,-0.299141583145356,-0.13879815889264988
03,08,0.5602441876211841,-0.35832988108214625,-0.3381578127665547,-0.42599255444478545,-0.05454382515760032
03,09,0.6150348962282747,-0.4045074577611595,-0.31945976067755033,-0.44678137155030406,0.015261186133201383
03,10,0.5317549223672624,-0.38803145631240993,-0.23329775248423154,-0.4381664680177914,0.12221120575371448
03,11,0.5450554785404292,-0.36942543895691016,-0.28963053183838505,-0.4164628359080053,0.06903485430898772
03,12,0.5235849100889747,-0.3589663693084635,-0.26235989865197273,-0.2589381674091056,0.07255230945337145
04,04,-0.07339758651412645,-1.1987526916638842,-0.7969252212383336,-0.11049732702377893,-1.3693596063371782
04,05,0.3500044562029765,-0.5473191248624616,-0.3808023337871782,-0.10355134018716879,-0.36396031380095967
04,06,0.2623893806426603,-0.47025515193778467,-0.694895440409337,-0.340084963608962,-0.15090195661535347
04,07,0.40463022260876025,-0.2560733053301522,-0.6766573135603672,-0.1918534152321183,-0.08985487609403973
04,08,0.6119776297516393,-0.46099496178836086,-0.5046129957775108,-0.3655322149234236,0.0014616678507092095
04,09,0.6672778746414599,-0.49775795445267806,-0.45505607146271815,-0.3998625567821268,0.07356659800950235
04,10,0.5646374898625843,-0.46560673823148746,-0.33721430395808066,-0.3967196412783166,0.1874658478357025
04,11,0.5754902946461605,-0.4349780580021962,-0.38759911098053584,-0.3774839085130035,0.11948562233215433
04,12,0.5482524583218593,-0.41607324565193277,-0.34641301073063613,-0.20678749166134444,0.1177882653597225
05,05,0.7734064992635465,0.1041144415277793,0.03532055380252,-0.09660535382498936,0.641438978320868
05,06,0.43028286395858606,-0.10600638012812483,-0.6438805498909438,-0.4548787793532464,0.458326868118911
05,07,0.563972823088794,0.058153157208680306,-0.6365680103083488,-0.21897211082330537,0.3366467002605607
05,08,0.7833214331604569,-0.27655552957499563,-0.43153493866767967,-0.42929093641857,0.3441669864548327
05,09,0.8154129751064965,-0.35755900738635804,-0.3866822411759169,-0.4577356029404329,0.362151839862063
05,10,0.670976663154533,-0.34341574614334347,-0.26059581706646584,-0.44442335973027225,0.44693675774858993
05,11,0.6681885664706795,-0.32586739498642686,-0.3291239522431296,-0.4156248493417491,0.33217779708236844
05,12,0.6259587148354556,-0.3182383151786863,-0.29009898345995455,-0.21882376170970053,0.30368174855368113
06,06,0.08715923007486329,-0.31612720105483894,-1.3230816519195645,-0.813152206965547,0.2752147554817903
06,07,0.45925598924624417,0.035172514228881284,-0.9725122928135789,-0.2801554901096708,0.18425056073271687
06,08,0.7866264185310399,-0.4034455169132063,-0.5871534366290173,-0.5401861307531357,0.2450763217517211
06,09,0.8259145916871956,-0.47297736951705205,-0.49218293984450834,-0.5480181652947639,0.29233005489550445
06,10,0.6504907027649751,-0.43292178424313305,-0.3197790915387907,-0.5139869614843887,0.40803631247836886
06,11,0.6506522397657519,-0.397531037028069,-0.3898647029241271,-0.46879476394551417,0.28063426630505894
06,12,0.604894745708939,-0.37857442292006904,-0.3365874880169563,-0.23628353461420254,0.255430716041197
07,07,0.8313527461118727,0.38647223145487597,-0.6219429350811732,0.2528412243938838,0.09328636524025316
07,08,1.1363600029240142,-0.44710467945609184,-0.21918932848834788,-0.40370309376866903,0.23000710469047014
07,09,1.0721663889076645,-0.5252607596737308,-0.21521670252176744,-0.45964015147946025,0.29803515510239215
07,10,0.7913235701759952,-0.4621204300173538,-0.0689534515213502,-0.4391956504820213,0.44124170044066796
07,11,0.7633508429096962,-0.4138118025647087,-0.20322131397689955,-0.39992327655901744,0.28171816986649734
07,12,0.6911840037903619,-0.3889822934711632,-0.1721717950162135,-0.14013875603708226,0.2521333758600711
