SPI Type,Month,2019,2020,2021,2022,2023
1,1,-0.23140120866780745,0.2523864412997224,0.35051765332210416,-1.440315121031129,0.006157048315943681
1,2,-0.9795308214243327,1.3173792217023779,-1.1393683525169955,-1.5754274651930753,-0.4491003638902138
1,3,0.12283709213068468,3.598454308061039,-1.6612660415183798,-1.998111519712105,-0.28086104968162506
1,4,1.9700309885508838,-1.304751425554351,0.12095111679526031,-2.807481045955344,-1.8916296540935345
1,5,1.1008769346690084,-0.43389614286512457,0.8553813202053419,-2.796122719794108,1.9189278629400626
1,6,0.7837930541864923,-1.443788508263605,2.1368603978879204,1.014630713275605,-2.749010609048803
1,7,-2.158902625677272,-1.4958104186678944,2.563483310394612,-1.2009961772152655,-4.466267561265979
1,8,-2.0084483432272875,-3.942735081541668,1.89178931734933,3.6126281301599565,-1.8456829067598346
1,9,-0.030666536152097867,-0.5778571602964182,-0.7753431388225984,-0.996168547003724,-1.3399382924054786
1,10,-0.6103399789804488,-2.916382121583744,-0.8276127087822096,1.4570401367543178,0.1450475458848715
1,11,2.820826964014645,-2.031818523170351,-1.4660256613644407,0.13482903426871423,0.08116044817363423
1,12,0.34098916626185893,0.16691534987434567,-0.6987382733274846,-0.5446375997734513,-0.018134712162911727
2,1,1.285008453679835,0.4037559549916313,0.006090693263458018,-1.9640650775496176,-0.31554189233738283
2,2,-0.9313300167245195,0.7198767852762361,-0.7075669514278153,-2.1841623537738535,-0.5188038773153749
2,3,-0.6191152335089147,2.821806537952835,-1.9364890130060248,-2.319936092432643,-0.7604502461039153
2,4,1.4234823063985633,2.2400290191722254,-1.0484310979940161,-3.9124132819057875,-0.7099141447206154
2,5,1.5736211506503401,-1.3212600616146832,0.45255295838744775,-3.861995720110541,0.9015397731822715
2,6,1.0102256511018433,-1.4742900190316952,2.04720225806134,-0.1909789881023018,-0.40613265476737864
2,7,-1.2236413180165318,-2.3762387171617463,3.252548259936984,-0.6278581314771846,-4.752905740292974
2,8,-3.0580890363115723,-4.019024794254147,2.858295147025997,1.9652106869620645,-4.15555305566706
2,9,-1.423114608860822,-2.7283808695167213,0.555605871209351,1.7015827944861188,-2.182296346075657
2,10,-0.3556204366234149,-2.3321376528632367,-1.182155982109323,0.09575510651172475,-0.8537172238050948
2,11,1.4624961854304048,-3.6342749385244004,-1.7637018780096574,1.349069890159641,-0.15508126442595643
2,12,0.8478581670871397,-1.279211442082637,-0.08254334999062998,0.9972440155647033,1.4409611394590587
3,1,0.37478274985906823,1.5019019349280542,-1.0635106879178355,-2.135146846993679,0.16561121391603667
3,2,0.580862721208159,0.6482981344658792,-0.6591103054409843,-2.282345611052582,-0.6060707185990867
3,3,-0.7533805532069162,2.156954309383339,-1.339967940991634,-2.6984198419814933,-0.6739074538051903
3,4,0.7740338120170709,2.1011244416051227,-1.7070844717944194,-3.2661294082910515,-0.8319887335642201
3,5,1.3318690468909196,1.576597421666543,-0.18827316648470768,-3.8930434700472656,0.46449739222349534
3,6,1.3596088755459692,-1.9308020022525272,1.523384467591449,-0.9219575951855218,-0.8453014723924938
3,7,-0.9483624844498216,-2.293726019583862,3.3715430064365983,-1.2456001261586558,-3.1057457954039593
3,8,-2.0594391179688687,-4.171688799926468,3.3655929159650335,1.8615852141863276,-5.10202155623481
3,9,-2.194655970481125,-3.312551106230274,1.655546816995833,0.7544414054500767,-3.6332352670108867
3,10,-1.4103263876004863,-4.034716715402886,0.06661050123378107,1.8255527660754258,-1.6406695963242686
3,11,0.9144751663538281,-2.852385648176125,-1.7599744319330188,0.26081718012598243,-0.9072684486528604
3,12,0.5259006775226696,-2.827324667571031,-0.3226570174641016,0.506777373425088,0.859600043242482
