SPI Type,Month,2019,2020,2021,2022,2023
1,1,-0.525404329309879,-0.19206534889944626,-0.4253812826094167,-0.6141460766388114,1.1004297623893509
1,2,0.49374016512955227,-0.3490174705415162,-0.07459921632130112,-0.6724007904037355,-0.14548597835020918
1,3,0.34020521777328344,0.15428090474120892,0.5216293511140004,-0.7347986924860908,-0.33004044465209076
1,4,-0.03807429240041218,-1.1846737456901484,-0.8141295858599233,-0.0948264054068933,-1.3364819305167766
1,5,0.7968295664960853,0.09328983692965391,-0.014351405860936908,-0.07165160381926519,0.6024301452537085
1,6,0.053968375677247014,-0.3145556891955791,-1.3005371109713073,-0.8373882667430301,0.3382440206562771
1,7,0.8318398572687378,0.31040055199309297,-0.5587404058391514,0.26079566268493437,0.13060747322508123
1,8,1.4611209990430305,-1.2576213232273858,0.14546435232262528,-1.0329136376613544,0.38690838634066
1,9,0.9593639441266584,-0.6772580197222174,-0.22886650731464833,-0.5793915405444496,0.45131935131388434
1,10,-0.030254837650589617,-0.23979492505988298,0.4466145239777568,-0.34925045241007474,0.9322397328712846
1,11,0.6667272198128084,-0.21976780715564723,-0.7689625568412148,-0.2156697099802337,-0.37880303044926245
1,12,0.32221532773805234,-0.2756997731477578,-0.012335142798930977,1.1317208854384175,0.10652281111780111
2,1,0.4279817305292871,0.06564854968278473,-0.5647782911915651,-0.37364068521030286,1.4549120536267994
2,2,-0.02506675412287293,-0.47244977411797895,-0.36133355372125153,-0.9849809957158333,0.721475152806903
2,3,0.8243493247301851,0.0010450553494851641,0.4345808634747028,-1.088411039084902,-0.4436847139226395
2,4,0.2861033035123438,-0.8166143399350331,-0.13203851744507444,-0.46145392119864226,-1.2938092305316746
2,5,0.6501986057607058,-0.5774499733924693,-0.49285228913533236,-0.16694127859870148,-0.056710702375379805
2,6,0.6845781125319168,-0.17756544882482894,-0.8785055027546687,-0.5534287758569483,0.5855594888101152
2,7,0.5387155080977214,-0.023754204023668648,-1.293534905878101,-0.3904269983612183,0.296615688633507
2,8,1.600164335071453,-0.4792751580641968,-0.30473450210221725,-0.4469444884232829,0.33326621829372943
2,9,1.648860579170532,-1.3734461847444737,0.0196171846083898,-1.176676479564432,0.4752746990378423
2,10,0.7098435388724904,-0.7299430867328057,0.12006226915034406,-0.7368636372553132,0.8069956668289745
2,11,0.22191164643025732,-0.3239377658754591,0.0324687676662762,-0.4803679691778374,0.6638111534228645
2,12,0.6240090071185812,-0.40960596884211514,-0.6514701024122381,0.5741507212649014,-0.26675465491403827
3,1,0.6643814867489402,0.38130692142856437,-0.6049250217327796,-0.8302095960375678,1.0871646476858434
3,2,0.5965715673058654,-0.1549721579301966,-0.5827447802035778,-0.8022706852857054,1.243525752324541
3,3,0.6232299201187674,-0.12632852321614438,0.3314473607118595,-1.3105481613806107,0.1531407154478052
3,4,0.47427341518056015,-0.8747784055128834,-0.1656446469764496,-0.6122280359546636,-1.2711443976253334
3,5,0.7583185846704088,-0.4851846219353276,-0.07145816039781601,-0.3844454780806809,-0.2035288271840142
3,6,0.5569981986701266,-0.6304140313773492,-1.1524608173552773,-0.5489217913021706,0.09177794468920605
3,7,0.9026199923187352,-0.006392634709403706,-0.9959629077793856,-0.3431948654733953,0.5325190491926648
3,8,1.0693043264661994,-0.5378795053393454,-0.9750078404067672,-0.845867674631667,0.4042071736842757
3,9,1.8623124537253624,-0.7933593179362693,-0.37419179692471427,-0.7057730593763765,0.4408275289401797
3,10,1.3874433731758677,-1.237768270181298,0.19382013427647155,-1.1647283031606837,0.7793483375717983
3,11,0.8054051380181598,-0.769577407374623,-0.11476810580393122,-0.7846513470031262,0.658617676222974
3,12,0.24964019926159342,-0.47558718611695133,-0.009595008819749156,0.017663559312490203,0.5875920443988875
