,Date,SPI Type,value
0,2019-01,1,-0.07398729479775894
1,2020-01,1,0.044447027852374275
2,2021-01,1,-0.09332576486426815
3,2022-01,1,-0.13810055959774253
4,2023-01,1,1.572715000918027
5,2019-02,1,-0.42878553363601424
6,2020-02,1,0.2687086844493308
7,2021-02,1,-0.008333616077814293
8,2022-02,1,-0.4278683088715881
9,2023-02,1,0.02206820690597975
10,2019-03,1,0.9868740982848138
11,2020-03,1,0.493142803572892
12,2021-03,1,1.2113435809639965
13,2022-03,1,-0.27118295855596913
14,2023-03,1,-0.5588585419002337
15,2019-04,1,0.10583410800560147
16,2020-04,1,-0.9106547625222184
17,2021-04,1,-0.6024124950385302
18,2022-04,1,-1.0224571825272237
19,2023-04,1,-0.7388100689938466
20,2019-05,1,1.2633263104981862
21,2020-05,1,-0.31175199066343484
22,2021-05,1,0.26849384070786597
23,2022-05,1,-0.11300493344113832
24,2023-05,1,0.8240562307433157
25,2019-06,1,0.1741777102678475
26,2020-06,1,-0.7439226456062616
27,2021-06,1,-0.3737683058767338
28,2022-06,1,-0.8738098498557637
29,2023-06,1,0.7299106567305083
30,2019-07,1,0.2575978014897361
31,2020-07,1,-0.16313967288185677
32,2021-07,1,-0.1203682866226598
33,2022-07,1,-0.17402784374166777
34,2023-07,1,0.39954254282713775
35,2019-08,1,0.8771792700732903
36,2020-08,1,-1.3054123013377137
37,2021-08,1,-0.424733291021351
38,2022-08,1,-0.33602008125422417
39,2023-08,1,0.34161973059309264
40,2019-09,1,-0.02791081432071348
41,2020-09,1,-0.252749722815723
42,2021-09,1,-0.19192818505556988
43,2022-09,1,-0.5830326821165186
44,2023-09,1,0.17938038281726493
45,2019-10,1,-0.04538138786926254
46,2020-10,1,-0.487942631090496
47,2021-10,1,0.550023176233463
48,2022-10,1,-0.550807669102828
49,2023-10,1,0.7204207855947373
50,2019-11,1,0.4951271652872687
51,2020-11,1,-0.860377312674519
52,2021-11,1,-0.9575752145735924
53,2022-11,1,-0.2332530294097254
54,2023-11,1,-0.6203740867731827
55,2019-12,1,0.37061462185372107
56,2020-12,1,0.036551728517304094
57,2021-12,1,-0.828216558229303
58,2022-12,1,0.3792271861112136
59,2023-12,1,0.5786337669417884
60,2019-01,2,0.41743062588701874
61,2020-01,2,0.258416685148692
62,2021-01,2,-0.1275226292141096
63,2022-01,2,-0.5582085757069173
64,2023-01,2,1.2218851545694103
65,2019-02,2,-0.4107760484627483
66,2020-02,2,0.13972847380377781
67,2021-02,2,-0.03719928703149135
68,2022-02,2,-0.4311734213998698
69,2023-02,2,1.0585017868513804
70,2019-03,2,0.7384284598420822
71,2020-03,2,0.46454758773919685
72,2021-03,2,1.0888028861960146
73,2022-03,2,-0.494522517872402
74,2023-03,2,-0.5525201338441899
75,2019-04,2,0.7190186886168767
76,2020-04,2,-0.39951805724672523
77,2021-04,2,0.5120035751461177
78,2022-04,2,-0.9149783908854687
79,2023-04,2,-0.9896131598767016
80,2019-05,2,1.153282921321282
81,2020-05,2,-0.8276149500690915
82,2021-05,2,-0.14840888268020763
83,2022-05,2,-0.6101049368975521
84,2023-05,2,0.3584563356771337
85,2019-06,2,1.0149495794019439
86,2020-06,2,-0.7467169266736667
87,2021-06,2,-0.08248805280077455
88,2022-06,2,-0.593857795279145
89,2023-06,2,0.9761090897180213
90,2019-07,2,0.20304385508316486
91,2020-07,2,-0.634989459266469
92,2021-07,2,-0.40504127099540244
93,2022-07,2,-0.7345829708127646
94,2023-07,2,0.7599063883624511
95,2019-08,2,0.7712041971812731
96,2020-08,2,-0.9204643785097918
97,2021-08,2,-0.42014729142840446
98,2022-08,2,-0.3297548482452378
99,2023-08,2,0.500318725096789
100,2019-09,2,0.48179966199862473
101,2020-09,2,-1.117996967082633
102,2021-09,2,-0.5024314722411842
103,2022-09,2,-0.6988667781086834
104,2023-09,2,0.2945360613015489
105,2019-10,2,-0.1264620073054773
106,2020-10,2,-0.6146058167446623
107,2021-10,2,0.09281979952094743
108,2022-10,2,-0.8187755573993726
109,2023-10,2,0.4805120700696876
110,2019-11,2,0.10392409334005487
111,2020-11,2,-0.9339495727290447
112,2021-11,2,0.06824935886060828
113,2022-11,2,-0.6826131917900451
114,2023-11,2,0.36304422560067956
115,2019-12,2,0.48023285461985943
116,2020-12,2,-0.6865789695814248
117,2021-12,2,-1.1743172932560355
118,2022-12,2,0.04150804122126888
119,2023-12,2,-0.08601205200979962
120,2019-01,3,0.5076289789755954
121,2020-01,3,0.4077155637576365
122,2021-01,3,-0.6938061091574855
123,2022-01,3,-1.016915065122754
124,2023-01,3,0.806806291412519
125,2019-02,3,0.04195006424538924
126,2020-02,3,0.2362506588473111
127,2021-02,3,-0.1138829837271663
128,2022-02,3,-0.7499837782896218
129,2023-02,3,1.052837414816893
130,2019-03,3,0.7053281381664154
131,2020-03,3,0.3419973121471635
132,2021-03,3,1.0783695021639843
133,2022-03,3,-0.5291184412386246
134,2023-03,3,0.22531824282522542
135,2019-04,3,0.5505745515862663
136,2020-04,3,-0.33160999586607653
137,2021-04,3,0.439660252674471
138,2022-04,3,-1.0401507167392887
139,2023-04,3,-0.9592559184360983
140,2019-05,3,1.4166654235428522
141,2020-05,3,-0.552316277475938
142,2021-05,3,0.3951961053501532
143,2022-05,3,-0.7249358986360102
144,2023-05,3,0.10245916177040229
145,2019-06,3,0.9291995718159641
146,2020-06,3,-1.0829038801331903
147,2021-06,3,-0.3445745295550184
148,2022-06,3,-0.9140056156423183
149,2023-06,3,0.6254021223769112
150,2019-07,3,0.961980899393336
