,Date,SPI Type,value
0,2019-01,1,0.2442030611831985
1,2020-01,1,0.5886331296587806
2,2021-01,1,0.33576917192560796
3,2022-01,1,-0.1225288597279225
4,2023-01,1,0.33546129662036095
5,2019-02,1,1.0280535279830683
6,2020-02,1,-0.930173201646341
7,2021-02,1,-0.8250810509911325
8,2022-02,1,-0.465204066538883
9,2023-02,1,0.5651394828974355
10,2019-03,1,-0.13037847332270555
11,2020-03,1,0.24044298886186255
12,2021-03,1,0.17433669130470544
13,2022-03,1,0.12772949549846
14,2023-03,1,-0.488356132168379
15,2019-04,1,-0.23052296155475951
16,2020-04,1,-0.6716169722727525
17,2021-04,1,-0.5823001800426565
18,2022-04,1,0.27749353261255855
19,2023-04,1,-0.644421118306258
20,2019-05,1,0.9794388445538624
21,2020-05,1,0.038991238688639004
22,2021-05,1,-0.09115365468631952
23,2022-05,1,0.5867333747156084
24,2023-05,1,-0.7889584758533236
25,2019-06,1,0.101101754218349
26,2020-06,1,-0.099330380623735
27,2021-06,1,-0.35275188927060497
28,2022-06,1,-0.3446420181049255
29,2023-06,1,-0.702748207293143
30,2019-07,1,0.25208713278683803
31,2020-07,1,0.4949972646625845
32,2021-07,1,-0.441976476351046
33,2022-07,1,-0.04055584754080851
34,2023-07,1,-0.431112597085364
35,2019-08,1,0.5411351834287325
36,2020-08,1,-0.80100138941736
37,2021-08,1,0.2751866203802925
38,2022-08,1,-0.5395910871042635
39,2023-08,1,0.027001704456203007
40,2019-09,1,1.1760059929415687
41,2020-09,1,-0.42903685624945204
42,2021-09,1,-0.7403252984614245
43,2022-09,1,-0.9306151252588778
44,2023-09,1,-0.5622005624638995
45,2019-10,1,0.6599632347621884
46,2020-10,1,-0.502273646592027
47,2021-10,1,1.111873553023616
48,2022-10,1,-0.706924325112215
49,2023-10,1,0.30557399130630053
50,2019-11,1,-0.08434186169613302
51,2020-11,1,0.04973517155638499
52,2021-11,1,-0.42432321995171196
53,2022-11,1,0.333471611280014
54,2023-11,1,-0.9788773674933187
55,2019-12,1,-0.030808881750590513
56,2020-12,1,-0.20003796980661703
57,2021-12,1,-0.054171244339911995
58,2022-12,1,0.5862696818371365
59,2023-12,1,0.5703012157681124
60,2019-01,2,0.603878783361699
61,2020-01,2,0.296236851103281
62,2021-01,2,-0.004626042182228485
63,2022-01,2,-0.18817639751320694
64,2023-01,2,0.5631413111129385
65,2019-02,2,0.8777010598270496
66,2020-02,2,-0.1391972647610575
67,2021-02,2,-0.31783414881209904
68,2022-02,2,-0.47436736630651155
69,2023-02,2,0.5537887256846323
70,2019-03,2,0.5584785213110285
71,2020-03,2,-0.22305627707304354
72,2021-03,2,-0.20928464856663304
73,2022-03,2,-0.10161505212569596
74,2023-03,2,-0.09653979366705447
75,2019-04,2,-0.22326462811836048
76,2020-04,2,-0.35954752547193447
77,2021-04,2,-0.290562123599371
78,2022-04,2,0.3734093212872445
79,2023-04,2,-0.8057809237091015
80,2019-05,2,0.7063254125704709
81,2020-05,2,-0.3774282220109941
82,2021-05,2,-0.42406917260462546
83,2022-05,2,0.5903537767919415
84,2023-05,2,-0.988442286508372
85,2019-06,2,0.7890603324896761
86,2020-06,2,-0.09518980212984601
87,2021-06,2,-0.390001201153154
88,2022-06,2,0.17493326759429847
89,2023-06,2,-1.042378708899008
90,2019-07,2,0.18701671915348803
91,2020-07,2,0.2889262900217825
92,2021-07,2,-0.5500741518541311
93,2022-07,2,-0.3069268327794574
94,2023-07,2,-0.761816271673414
95,2019-08,2,0.5178633399817871
96,2020-08,2,-0.1238796298668185
97,2021-08,2,-0.0978746879533655
98,2022-08,2,-0.4542643435503305
99,2023-08,2,-0.3757189965443025
100,2019-09,2,1.1691466118512566
101,2020-09,2,-0.7825623205419199
102,2021-09,2,-0.27365194480703
103,2022-09,2,-1.0440767220801286
104,2023-09,2,-0.3602127150330845
105,2019-10,2,1.2662368585601398
106,2020-10,2,-0.7060110698355265
107,2021-10,2,0.24732856957070248
108,2022-10,2,-1.1713191705821728
109,2023-10,2,-0.216686130387441
110,2019-11,2,0.43221178125231946
111,2020-11,2,-0.43195035486694755
112,2021-11,2,0.7140031152967425
113,2022-11,2,-0.38800658323808646
114,2023-11,2,-0.30086241228867255
115,2019-12,2,-0.139597795156988
116,2020-12,2,-0.12052874784653347
117,2021-12,2,-0.38333616478159155
118,2022-12,2,0.5186785577042635
119,2023-12,2,-0.301970371023663
120,2019-01,3,0.331197287325929
121,2020-01,3,0.038340741766537505
122,2021-01,3,-0.06233335934176852
123,2022-01,3,-0.40540830011951745
124,2023-01,3,0.5205940414047759
125,2019-02,3,1.0054188367784667
126,2020-02,3,-0.1196724476630105
127,2021-02,3,-0.44145168843522253
128,2022-02,3,-0.430041685404521
129,2023-02,3,0.71578853472904
130,2019-03,3,0.5870853488676615
131,2020-03,3,0.03704645261036601
132,2021-03,3,-0.06803181551977854
133,2022-03,3,-0.171065572715094
134,2023-03,3,0.023693110708291523
135,2019-04,3,0.18711295110746354
136,2020-04,3,-0.6076925906492919
137,2021-04,3,-0.5408279214959875
138,2022-04,3,0.20156162843300854
139,2023-04,3,-0.496254031968475
140,2019-05,3,0.5851625882516789
141,2020-05,3,-0.2544165086986545
142,2021-05,3,-0.23235522047562399
143,2022-05,3,0.625090796448284
144,2023-05,3,-1.0491338316424519
145,2019-06,3,0.5843695911226936
146,2020-06,3,-0.36445517799655197
147,2021-06,3,-0.5740383678847211
148,2022-06,3,0.2844984444902795
149,2023-06,3,-1.1731489312246974
150,2019-07,3,0.7458031347216599
