SPI Type,Month,2019,2020,2021,2022,2023
1,1,0.01665332296360655,0.6286220013101944,0.556086248041892,-0.48107928247932374,1.3471782961715395
1,2,0.18732737730893403,-0.23475219171872874,-0.27138556303502664,-0.7906845289450775,0.3519687230789695
1,3,0.8402758986213456,0.8252146639454453,1.2147021036029764,-0.1070686557490985,-0.528318134843097
1,4,-0.07650649257628095,-0.9712410254303072,-0.5815468627264506,-0.6980003906961795,-1.1855580125792915
1,5,1.6093868904998079,0.07846306130932476,0.3407081919264662,-0.034963676830656445,0.27603425316650015
1,6,0.20730572663342664,-0.6000153568484139,-0.28047968088442427,-0.7537689497515119,-0.05395039283156263
1,7,0.10566842858493822,0.4444605207076426,0.03748913533645598,-0.13713128425506954,0.37464184747777124
1,8,1.127623526491402,-1.3376485853169602,-0.15779224482659748,-0.7414597625687818,-0.06142660064846236
1,9,0.18658509811821475,-0.30241858540123706,-0.27600009467354036,-0.6975090998081805,-0.13402252585418073
1,10,0.17687943204241394,-0.5711754418959688,0.5329700222491083,-0.5941615172224995,0.5422553948169073
1,11,0.19032853977996284,-0.13943128954102071,-0.8197585185858844,-0.10139947950959374,-0.4759489195596511
1,12,0.4487583071023844,0.1912926424502227,-0.8726507290434493,0.48665867602815305,1.0331440417515905
2,1,1.0893882553754184,0.6574408684596807,0.3793836927228978,-0.8694835408944838,1.049129332176754
2,2,0.13397801198474452,0.18962997810812957,0.17023495482757842,-0.948225080654196,1.1750040487426436
2,3,0.8253831035108156,0.5842799188490153,1.0004320835566123,-0.5096144020550192,-0.32394723412226867
2,4,0.49412192991298876,-0.15338252730762952,0.5507001624438345,-0.5696539962100436,-1.2431459456589913
2,5,1.3317777104848154,-0.49056166994006795,-0.06401174245429,-0.3805672935300834,-0.2873354925833451
2,6,1.253642247182791,-0.3893181621706614,0.015791227182941705,-0.5288525117207825,0.11131537536083327
2,7,0.1461997113608342,-0.11480480552771494,-0.21567310576171572,-0.6118727113905701,0.18411703721292622
2,8,0.8132935298877275,-0.4448258064022858,-0.14865180080316578,-0.5620449348129571,0.2177142249955248
2,9,0.8655436318277766,-1.1123234214773032,-0.37773870587034275,-1.0158358432253942,-0.12865066093755864
2,10,0.19809052464384885,-0.6862214489503385,0.09288271835618078,-0.9343808314551479,0.21391487268627526
2,11,0.11978594014876465,-0.6495830133495182,0.006356938559613141,-0.5959827195838614,0.14856107321299394
2,12,0.29860546034133967,-0.11543148780215014,-1.1388245626928637,0.20010921061710077,0.27540135187860365
3,1,0.7309634433691523,0.4668111347060945,0.058880799958590205,-1.1471042734459493,0.7716993849454091
3,2,0.9608361885914223,0.3873517452549657,0.1294030101949497,-1.210983165005906,1.1070602809419758
3,3,0.8294487319191802,0.6807849412380355,1.1314547340027112,-0.7006174192370271,0.3242898152399776
3,4,0.5069283813807751,-0.23225089545030195,0.3935465688779018,-0.7783289999811542,-1.015923178400178
3,5,1.487869892830839,-0.09553802402204907,0.5288460482349111,-0.42597130706131064,-0.4506884348996232
3,6,1.0682302794027263,-0.7750346658131329,-0.254526590597172,-0.728280103695508,-0.2964124569354911
3,7,1.0638625610275851,-0.10011024344178754,0.012601678045101886,-0.521852749347852,0.2678312578547086
3,8,0.6120867540407683,-0.7202305727636197,-0.2934025467841722,-0.9141322553593167,0.08461320611106743
3,9,0.7473805326541842,-0.5025739411571685,-0.3187023104639795,-0.8359007322857469,0.10032830025359257
3,10,0.7904038150840498,-1.241753781680534,-0.08068752632667278,-1.162449184168337,0.16111552440753665
3,11,0.170732537387689,-0.7563361268039859,-0.24864824153588133,-0.9163176715996889,-0.05772531471856986
3,12,0.20469336896237417,-0.5797925322078361,-0.2796050185759016,-0.3466123785278996,0.5235136875559121
