,Date,SPI Type,value
150,2019-07,3,0.9026199923187352
151,2020-07,3,-0.006392634709403706
152,2021-07,3,-0.9959629077793856
153,2022-07,3,-0.3431948654733953
154,2023-07,3,0.5325190491926648
155,2019-08,3,1.0693043264661994
156,2020-08,3,-0.5378795053393454
157,2021-08,3,-0.9750078404067672
158,2022-08,3,-0.845867674631667
159,2023-08,3,0.4042071736842757
160,2019-09,3,1.8623124537253624
161,2020-09,3,-0.7933593179362693
162,2021-09,3,-0.37419179692471427
163,2022-09,3,-0.7057730593763765
164,2023-09,3,0.4408275289401797
165,2019-10,3,1.3874433731758677
166,2020-10,3,-1.237768270181298
167,2021-10,3,0.19382013427647155
168,2022-10,3,-1.1647283031606837
169,2023-10,3,0.7793483375717983
170,2019-11,3,0.8054051380181598
171,2020-11,3,-0.769577407374623
