SPI Type,Month,2019,2020,2021,2022,2023
1,1,-0.20010440065886143,-0.28705237529895633,-0.6404442256222103,0.12469868124949202,0.414485122691128
1,2,0.26995786649291204,-0.32148568091605334,-0.2786958205960294,0.002341088057091047,-0.13306164006486199
1,3,-0.44236600874947163,-0.08740393154873029,0.06199081431928722,-0.38992189199594823,-0.5941891611332333
1,4,-0.055317676798418695,-0.848374671635645,-0.6885085746138324,0.08725066111455403,-0.6136014064950941
1,5,0.12917454283650395,-0.10776769316393481,-0.15649069299693016,0.3725646209686791,0.18327032533372165
1,6,0.07180304198652893,-0.041937484661034675,-0.9400966795108373,-0.44843799079525126,0.3037417042242589
1,7,0.7133764161643878,0.09307953136002921,-0.9109694846468918,-0.11789201598864263,-0.20988003417790485
1,8,0.6827143312599845,-0.7216398944932827,0.1358359230321407,-0.45105075380324844,0.48268866023358836
1,9,0.9253306036408154,-0.5940151283879599,-0.5782423999181759,-0.7199437275351198,-0.09086647439873795
1,10,0.20788404185467493,-0.09238234355107329,0.5832901366098865,-0.5613214311617967,0.5451819209812339
1,11,0.4604508048401636,-0.417486087979238,-0.36535166678908404,0.012310276066058067,-0.7850811365140519
1,12,-0.20152031196376385,-0.4474894551269557,0.1513195675101794,0.7708963898726607,-0.5132021780129574
2,1,-0.17215909733484588,-0.33207620541333727,-0.7913323382209788,0.20183597512694393,0.8436564059660523
2,2,0.005089691502931965,-0.40895584705799465,-0.5916427323674114,0.006257523113232444,0.1646858792204611
2,3,0.16531381353575642,-0.26704442414004376,-0.08843251569278368,-0.3551321262228848,-0.5767475799317271
2,4,-0.22086187614770453,-0.7642912266423504,-0.44936355162729535,-0.09358782636031035,-0.9269660863552338
2,5,0.08176563577530868,-0.5751041505889665,-0.544286144577622,0.3027821966702449,-0.13535897858073473
2,6,0.2867921001036506,-0.12996820232379092,-0.7827076544353337,0.036368461613207025,0.28986039009702774
2,7,0.4686739154477745,0.017771794269914046,-1.2651545708829068,-0.3762679003232225,0.09807277035236849
2,8,0.9888893271215337,-0.3850112063241794,-0.4847247516209628,-0.40109406263519065,0.12074072643812366
2,9,1.058207654934665,-0.9207721029378934,-0.17341614847693676,-0.8636653324922247,0.2226507015607471
2,10,0.7949511574717475,-0.5824265698117616,-0.04296390025693372,-0.9385552408635449,0.16088551714100882
2,11,0.33016881713696805,-0.29645281144462204,0.43153300118164023,-0.4695898837153112,0.15152440160232744
2,12,0.1782402192857138,-0.5775751664726986,-0.21124099557631149,0.4691963719442875,-0.8589263962909244
3,1,0.19161190319903634,-0.018019808889574013,-0.8480782534871489,-0.14774340498961558,0.6445134574711721
3,2,-0.046442946424857835,-0.4435176598573519,-0.8062387651246247,0.08158123698481612,0.6438533835672702
3,3,0.1541387374194365,-0.3769480655324549,-0.21456482415734124,-0.31473556981240025,-0.30590869945732485
3,4,-0.020248183914676275,-0.8217733641501974,-0.5130046576526129,-0.08559380606186273,-0.9046826063013986
3,5,-0.039734517752894744,-0.5989469549399631,-0.4001344164977322,0.17116200018146044,-0.3532631388817919
3,6,0.19515742598122,-0.4244003226069504,-0.9884002476182878,0.06217480199574664,0.05610452813016889
3,7,0.5658896433216256,-0.06679749480093262,-1.1082291691715034,-0.06819433454924323,0.13086539019354806
3,8,0.6740435882118342,-0.30134528831138657,-0.9383425051468596,-0.5551779157815645,0.2686689561137829
3,9,1.2903110864182243,-0.6533430222560559,-0.6849271292000644,-0.7308025468343118,0.052506343613040664
3,10,0.9600101606021885,-0.8636494823431748,0.14736417362197013,-1.0235565220234673,0.39228241334397485
3,11,0.8359041801802456,-0.6730951928715432,-0.0699154876176783,-0.8476835714226613,-0.04835395451096322
3,12,0.14909019129245943,-0.4877602894051396,0.41573409857757354,-0.11363915325859172,-0.09735153662479352
